/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_52_347.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_52_347.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_52_347.jpg, 0, 0, 0, 0.446907
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_52_448.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_52_448.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_52_448.jpg, 0, 0, 0, 0.4424287
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_52_554.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_52_554.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_52_554.jpg, 0, 0, 0, 0.4379951
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_52_670.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_52_670.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_52_670.jpg, 0, 0, 0, 0.4327333
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_52_787.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_52_787.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_52_787.jpg, 0, 0, 0, 0.4275348
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_52_905.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_52_905.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_52_905.jpg, 0, 0, 0, 0.4223988
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_022.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_022.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_022.jpg, 0, 0, 0, 0.4173244
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_131.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_131.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_131.jpg, 0, 0, 0, 0.4131424
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_233.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_233.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_233.jpg, 0, 0, 0, 0.4090023
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_353.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_353.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_353.jpg, 0, 0.1304519, 0, 0.4738902
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_474.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_474.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_474.jpg, -0.1661525, 0.4686813, 0, 0.9590843
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_583.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_583.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_583.jpg, -0.5190575, 0.8215864, 0, 1.902563
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_685.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_685.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_685.jpg, -0.8253722, 1, 0, 3.019944
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_801.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_801.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_801.jpg, -1, 1, 0, 4.341241
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_53_920.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_53_920.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_53_920.jpg, -0.8839333, 1, 0, 5.692023
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_54_021.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_54_021.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_54_021.jpg, -0.5786858, 1, 0, 6.855077
/home/thien/Desktop/CS/Behavioural Cloning/IMG/center_2019_02_13_16_20_54_133.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/left_2019_02_13_16_20_54_133.jpg, /home/thien/Desktop/CS/Behavioural Cloning/IMG/right_2019_02_13_16_20_54_133.jpg, -0.283165, 1, 0, 8.003343
